1693.85	2071.9	1661.97	1941.24	1929.93
1687.75	2047.63	1596.31	1969.31	1904.58
1748.71	2085.42	1718.75	1958.28	1797.44
1696.03	2111.37	1690.84	1877.81	1911.81
1740.56	2093.26	1654.17	1900.22	1860.66
1726.29	2053.64	1692.98	1927.62	1870.82
1654.76	2062.58	1725.5	1908.83	1827.3
1613.78	2044.19	1721.73	1869.11	1762.1
1816.12	2144.57	1652.4	1884.9	1787.53
1759.36	2132.43	1710.23	1920.14	1740.15
1774.26	2128	1722.5	1916.1	1844.18
1727.66	2153.1	1659.23	1935.81	1881.99
1727.17	2099.65	1665.03	1840.13	1861.68
1775.55	2077.28	1738.73	1855.04	1738.64
1767.29	2051.97	1661.12	1949.26	1766.83
1781.58	2120.72	1708.56	2008.6	1783.79
1704.09	2092.51	1735.36	1978.23	1829.85
1728.11	2068.09	1687.59	1894.73	1746.71
1744.5	2022.8	1695.55	2007.07	1753.99
1657.61	2034.48	1761.05	1965.87	1760.61
1803.07	2065.25	1655.16	1945.01	1876.13
1770.77	2094.92	1715.46	1973	1792.58
1750.11	2141.7	1754.24	1944.54	1838.48
1727.62	1982.06	1660.87	1947.31	1872.16
1798.93	1995	1685.86	1998.01	1850.01
1774.97	2062.68	1608.4	1929.81	1894.99
1769.04	2082.58	1687.27	1977.1	1820.34
1672.19	2094.89	1698.77	1907.15	1799.78
1749.17	2123.17	1703.65	1870.92	1842.88
1750.52	2107.62	1657.96	1881.35	1750.63
1735.76	2168.53	1743.57	1867.89	1807.59
1700.81	2154.43	1667.88	1889.16	1768.72
1647.96	2127.9	1732.69	1953.34	1712.21
1666.17	2092.25	1609.23	1961.93	1794.6
1617.09	2197.62	1767.07	1885.2	1770.2
1752.75	2198.3	1724.75	1831.58	1754.88
1646.44	2187.62	1769.73	1869.6	1772.04
1628.5	2239.76	1820.42	1849.51	1846.9
1618.94	2153.94	1834.97	1810.55	1909.67
1639.67	2062.18	1802.27	1810.21	1929.35
1616.78	2130.49	1774.4	1858.8	1965.56
1640.42	2157.15	1740.53	1916.45	1874.51
1756.3	2101.44	1767.27	1872.44	1941.84
1650.7	2074.62	1820.8	1847.72	1923.27
1672.25	2056.23	1842.47	1801.25	1902.67
1631.61	1968.18	1820.14	1780.84	1810.16
1596.58	2070.38	1802.99	1887.33	1855.65
1577.2	2027.11	1790.71	1837.77	1784.9
1566.09	2021.71	1787.56	1838.72	1816.4
1617.46	2032.91	1843.21	1888.34	1808.08
1671.63	2070.1	1818.36	1993.34	1750.76
1594.39	1979.44	1817.87	1945.73	1847.38
1645.75	2071.99	1907.75	1882.53	1771.38
1702.77	2048.7	1819.71	1798.87	1824.67
1700.91	1989.98	1738.9	1850.01	1807.15
1690.33	2025.29	1749.98	1872.39	1779.22
1745.28	1935.54	1810.61	1813.74	1787.62
1733.32	2046.36	1759.79	1856.52	1779.49
1739.38	2005.11	1816.68	1866.23	1831.66
1738.01	2114.34	1790.87	1869.32	1804.47
1723.62	2025.87	1842.46	1931.25	1724.83
1763.7	2007.41	1746.33	1835.01	1751.13
1667.06	2055.69	1766.12	1878.92	1720.25
1684.13	2089.85	1809.65	1848.57	1721.17
1749.48	2043.74	1767.54	1850.45	1757.74
1771.24	2000.46	1860.74	1841.84	1687.05
1764.38	2017.31	1836.7	1878.76	1710.82
1747.37	1978.69	1803.5	1954.11	1721.37
1729.63	2132.38	1887.39	1914.49	1797.23
1805.48	2117.9	1807.19	1856.02	1861.17
1775.11	2122.72	1881.67	1825.79	1838.95
1838.83	2086.16	1929.54	1850.93	1873.08
1746.14	2122.91	1880.55	1854.39	1855.14
1707.87	2117.18	1881.86	1898.77	1845.27
1721.71	2090.12	1793.43	1865.92	1912.83
1827.43	2031.64	1851.93	1884.26	1924.41
1806.8	2061.04	1832.2	1981.48	1917.73
1762.28	2068.57	1828.35	1991.39	1849.48
1729.04	2020.98	1844.53	1958.8	1852.75
1770.05	2032.47	1878.6	2036.43	1857.98
1777.97	2072.3	1806.72	1982.93	1930.72
1725.23	2158.88	1882.97	2038.22	1961.99
1761.02	2141.15	1847.39	2101.29	1856.48
