2312.58	2081.02	2245.52	2397.98	2382.43
2381.77	2128	2256.52	2476.14	2442.89
2405.37	2114.03	2372.89	2463.48	2419.48
2399.92	2112.79	2421.01	2345.59	2422.31
2355.29	2108.72	2311.65	2388.63	2383.17
2377.93	2207.84	2329.19	2484.59	2362.49
2445.5	2164.82	2290.25	2395.44	2384.21
2412.34	2241.1	2283.2	2443.02	2349.94
2371.49	2310.68	2300.94	2388.42	2409.29
2419.23	2292.31	2343.57	2447.57	2491.88
2435.45	2182.85	2353.87	2473.19	2392.59
2345.35	2201.14	2342.02	2391.25	2381.39
2334.37	2156.28	2271.55	2461.14	2416.15
2298.46	2215.77	2249.96	2476.92	2382.56
2328.43	2235.46	2287.11	2452.65	2424.32
2330.47	2152.01	2280.13	2375.47	2402.54
2351.6	2204.05	2373.49	2431.68	2378.19
2365.24	2215.39	2358.65	2422.46	2387.02
2394.18	2191.69	2321.18	2399.38	2345.06
2365.94	2149.78	2382.98	2324.92	2464.55
2368.32	2142.91	2416.58	2419.34	2387.29
2369.12	2179.32	2320.85	2355.51	2454.5
2394	2147.54	2360.08	2371.52	2466.73
2325.83	2163.21	2343.69	2445.86	2514.83
2438.45	2150.03	2320.12	2370.03	2579.75
2430.27	2082.88	2311.7	2371.79	2458.21
2380.67	2088.17	2419.28	2363.68	2503.95
2312.37	2084.54	2384.39	2419.1	2494.96
2343.54	2042.19	2402.44	2386.24	2528.71
2396.67	1910.94	2340.84	2423.62	2607.35
2348.73	2030.23	2290.32	2396.14	2551.13
2369.26	1982.23	2307.66	2428.21	2489.96
2432.66	2054.63	2232.6	2321.34	2533.47
2389.49	2035.91	2296.54	2380.81	2566.09
2375.68	2015.38	2260.29	2370.86	2620.63
2472.34	2025.79	2242.19	2398.79	2520.38
2462.27	2067.61	2215.71	2346.22	2562.15
2415.44	2164.17	2215	2367.81	2631.78
2484.7	2108.46	2192.31	2358.3	2553.81
2461.1	2133.62	2172.6	2377.03	2539.16
2415.74	2192.53	2332.1	2353.08	2572.93
2443.53	2174.7	2298.97	2314.61	2573
2513.66	2158.52	2245.14	2308.82	2601.13
2457.15	2116.93	2318.23	2312.79	2563.95
2430.73	2187.52	2347.28	2365.48	2614.5
2417.72	2164.05	2323.99	2414.07	2669.87
2488.87	2275.32	2253.33	2473.5	2603.84
2431.84	2222.8	2306.33	2378.3	2590.61
2354.51	2311.37	2372.19	2452.48	2512.36
2389.72	2253.58	2423.36	2450.79	2524.34
2373.68	2273.03	2343.58	2471.36	2573.55
2402.07	2241.87	2452.65	2440.53	2475.64
2378.13	2289.95	2368.14	2315.13	2541.56
2378.97	2230.88	2353.01	2381.66	2581.59
2388.4	2320.9	2378.17	2399.35	2564.11
2363.5	2259.22	2294.5	2426.01	2552.51
2443.64	2257.16	2321.98	2387.25	2516.76
2424.77	2242.04	2325.88	2417.04	2510.8
2405.39	2271.73	2459.48	2354.63	2443.24
2329.73	2210.82	2407.49	2342.98	2530.79
2444.46	2147.48	2415.46	2370.89	2555.87
2423.27	2342.57	2245.93	2355.13	2555.07
2381.19	2269.05	2321.99	2338.13	2473.88
2428.28	2271.52	2284.57	2376.72	2610.55
2427.69	2346.31	2246.22	2388.44	2611.76
2431.01	2242.46	2241.06	2322.77	2424.86
2412.81	2355.74	2345.38	2378.89	2535.11
2430.49	2313.28	2288.72	2373.69	2531.82
2429.54	2306.06	2322.95	2319.35	2514.75
2496.98	2306.56	2224.81	2404.58	2613.77
2404.2	2271.87	2295.13	2388.51	2652.24
2409.59	2284.31	2287.41	2363.6	2608.51
2465.26	2314.94	2324.67	2348.52	2492.6
2381.4	2252.7	2285.62	2346.16	2520.22
2375.3	2316.2	2369.39	2396.97	2520.35
2370.63	2244	2292.07	2402.21	2494.65
2399.34	2324.61	2307.67	2424.32	2516.48
2424.29	2322.54	2256.33	2388.46	2499.88
2378.83	2240.7	2264.28	2330.92	2613.93
2388.88	2263.74	2233.92	2311.95	2527.2
2405.29	2230.35	2278.47	2315.48	2495.48
2384.74	2184.51	2313.23	2323.56	2550.22
2376.64	2229.76	2306.22	2424.77	2438.45
2375.06	2313.79	2280.55	2304.39	2542.46
2312.2	2215.78	2298.53	2438.53	2446.3
2347.43	2240.44	2364.24	2272.23	2527.58
2332.02	2281.57	2354.9	2255.38	2512.68
2449.54	2218.58	2281.34	2294.97	2507.52
2419.54	2239.37	2257.62	2337.66	2533.8
2403.16	2278.23	2294.2	2385.07	2429.35
2338.53	2097.32	2274.13	2376.53	2482.45
2413.32	2107.91	2285.44	2351.53	2489.47
2400.06	2183.19	2272	2374.22	2494.97
2306.25	2119.86	2253.71	2266.55	2477.67
2361.6	2190.14	2282.6	2325.52	2505.79
2398.68	2262.95	2232.83	2266.41	2523.38
2369.72	2265.86	2224.29	2295.71	2566.14
2384.88	2270.45	2178.01	2330.12	2563.16
2384.7	2264.93	2336.33	2366.69	2526.01
2453.64	2334.14	2315.4	2360	2469.87
2312.06	2265.38	2289.35	2334.94	2472.62
2385.79	2259.64	2320.81	2346.88	2527.49
2324.04	2300.2	2282.03	2369.92	2456.13
2380.79	2293.77	2251.93	2309.24	2501.04
2465.35	2173.43	2352	2330.9	2445.54
2448.06	2290.55	2351.86	2377.4	2507.95
2462.73	2248.28	2318.26	2304.45	2470.24
2397.58	2278.24	2309.36	2336.88	2554.86
2425.17	2277.98	2377.42	2324.04	2620.34
2328.43	2275.74	2244.72	2367.7	2512.72
2385.81	2232.39	2308.96	2334.73	2559.97
