780.375	933.42	745.022	803.947	698.349	528.265	605.829	855.639	716.914	820.791
786.451	953.45	802.143	862.49	761.953	541.398	624.836	894.925	713.521	827.327
760.369	972.889	731.634	802.719	820.16	518.213	608.318	897.526	660.899	853.354
804.001	952.862	697.343	789.687	821.5	612.782	626.811	916.796	718.462	915.917
799.431	993.684	681.833	866.427	859.879	608.633	571.512	944.658	721.16	829.381
791	990.848	751.568	788.406	867.286	640.363	586.862	922.019	721.677	847.535
788.778	908.865	684.82	771.33	818.849	545.082	551.541	855.078	689.849	775.445
752.86	821.719	682.773	820.141	725.695	568.394	516.216	865.769	658.975	772.609
789.814	880.909	762.474	796.645	763.6	514.967	587.416	871.318	707.654	849.197
760.445	904.159	745.773	878.368	808.124	573.403	577.851	891.815	704.715	876.026
828.023	951.658	694.052	887.627	843.235	554.627	521.449	937.296	764.905	836.751
793.542	879.952	691.997	814.188	787.374	539.115	540.54	845.939	700.64	829.866
798.567	844.339	682.434	759.959	774.789	500.701	577.033	852.835	715.544	822.596
822.193	835.962	774.551	807.846	770.981	635.535	598.452	869.319	706.245	857.558
798.723	1011.3	820.8	835.848	810.525	677.951	693.927	926.504	766.773	857.76
805.399	912.835	663.837	670.746	790.005	587.869	588.092	887.684	671.606	818.546
814.71	976.777	803.839	678.904	775.688	656.963	586.291	838.108	677.979	922.112
792.592	888.04	706.827	683.707	742.198	581.215	656.342	804.52	623.86	880.454
799.876	972.169	745.432	754.308	772.809	677.025	679.299	912.154	716.061	892.477
805.112	921.712	672.659	785.98	708.285	636.89	603.073	842.582	629.294	807.258
816.469	917.185	661.668	775.128	842.623	733.148	568.897	889.93	602.609	828.816
772.043	895.344	585.484	692.597	778.587	551.662	559.529	816.542	520.54	768.693
798.2	863.429	560.652	641.996	804.471	609.943	595.569	806.765	521.093	816.356
780.433	866.706	519.937	684.327	708.497	638.324	604.825	763.888	550.232	762.801
822.399	861.8	664.639	680.222	742.39	641.187	608.734	827.169	546.796	778.937
778.084	877.708	675.771	794.835	815.145	661.133	668.961	844.531	611.984	812.794
732.042	792.688	563.955	664.908	695.245	669.508	549.876	774.138	503.713	726.806
793.552	939.659	565.159	742.667	816.96	575.226	586.073	712.094	662.647	818.539
796.288	1008.33	607.663	800.372	851.18	767.577	718.294	845.871	738.351	882.399
770.873	958.314	538.052	840.686	822.087	675.593	635.288	765.576	628.86	827.575
773.263	983.701	459.923	867.569	800.397	683.982	599.256	887.61	678.028	859.617
786.649	845.126	437.21	782.951	693.557	646.365	611.05	780.612	606.223	817.921
759.212	879.292	620.879	783.511	739.49	707.323	534.663	864.833	562.516	854.759
751.42	847.139	471.021	698.266	651.585	678.593	535.089	705.542	526.543	774.992
718.709	804.041	476.363	644.714	614.566	640.703	457.75	701.027	378.129	711.916
804.484	947.741	588.995	680.48	707.488	706.22	585.908	798.854	539.373	841.758
762.34	874.935	514.839	689.686	739.505	569.282	608.47	756.998	462.382	765.945
807.269	852.797	399.192	628.555	725.035	582.981	532.606	819.022	467.503	731.637
816.546	881.599	451.814	617.369	675.714	617.432	554.21	650.467	442.933	779.627
775.191	856.517	548.288	646.304	630.749	624.144	630.166	700.384	464.298	790.713
747.149	866.536	480.88	619.282	625.154	584.879	579.968	751.058	402.417	779.503
773.191	856.475	575.589	680.497	629.31	616.725	566.605	649.264	511.52	717.526
770.926	861.849	450.19	632.746	559.531	543.213	563.039	677.683	489.222	727.646
748.123	773.853	447.088	788.177	589.154	523.714	582.95	728.627	424.691	687.799
722.662	872.98	542.583	746.351	744.177	545.879	581.565	778.623	562.79	840.516
742.766	829.231	482.623	634.298	706.463	552.123	567.115	740.153	617.883	810.963
744.949	888.349	380.553	713.56	631.78	543.739	566.005	702.321	632.703	809.657
762.02	923.401	437.266	812.379	785.022	579.378	713.47	792.498	627.913	884.449
745.517	898.689	396.407	768.798	761.728	544.875	715.407	747.52	456.588	851.308
720.998	862.751	354.56	751.673	697.131	610.963	692.422	739.307	472.129	812.573
741.488	926.592	464.763	786.773	719.987	563.064	693.397	840.422	545.458	884.293
737.284	852.759	441.747	797.27	773.8	550.167	617.234	819.201	481.629	913.566
748.557	874.64	384.047	768.404	742.729	568.746	611.241	753.068	591.174	831.41
730.161	889.702	438.52	731.003	837.505	613.485	702.499	782.112	562.272	939.028
767.856	898.029	393.534	674.821	680.983	534.589	604.637	712.603	478.342	843.368
767.276	891.743	390.56	659.22	569.738	508.76	551.121	694.886	425.242	811.001
771.636	851.607	374.778	663.725	627.633	520.257	617.739	758.567	381.246	865.698
802.094	784.175	436.941	505.775	585.267	522.2	617.051	795.55	401.34	819.58
787.176	861.844	405.794	612.309	587.273	609.245	647.146	734.673	392.068	850.362
740.219	861.292	303.052	589.924	639.079	597.541	604.033	701.113	365.584	891.734
739.732	841.392	394.475	626.946	659.475	577.952	609.632	687.67	329.94	787.907
740.979	871.979	508.702	612.365	579.743	599.443	576.205	752.105	386.43	842.765
753.475	864.606	436.028	573.875	648.694	568.2	593.354	701.078	404.073	823.015
735.813	796.676	376.658	497.588	634.315	425.391	517.097	687.051	319.652	729.003
709.166	808.297	247.499	490.609	544.452	390.523	448.412	586.119	252	677.696
725.431	671.916	315.436	404.604	485.985	397.158	447.027	586.415	298.793	679.699
744.953	826.14	342.04	527.813	498.857	427.391	550.947	708.627	377.876	695.612
742.541	807.504	342.52	563.149	559.398	408.883	517.476	672.325	309.731	724.425
752.047	876.669	352.205	501.426	612.167	445.945	498.764	683.627	263.464	697.358
739.744	853.392	427.51	508.516	647.53	525.446	532.874	709.073	360.681	741.767
758.928	797.643	306.458	488.86	583.619	426.693	498.874	633.676	300.875	741.008
743.745	942.851	390.176	658.632	604.561	488.981	555.212	668.845	413.845	786.607
705.6	810.428	301.472	385.324	508.697	373.894	515.637	570.822	335.605	705.762
754.386	867.787	481.284	554.177	579.003	464.694	559.775	705.838	482.025	788.857
726.057	810.786	436.594	417.299	527.576	543.903	561.57	617.927	425.991	709.736
724.174	892.454	354.492	491.451	593.744	435.14	537.95	573.849	424.869	696.311
748.509	955.154	351.208	606.994	617.335	517.219	577.802	765.572	463.582	779.908
769.171	879.91	282.467	453.542	560.717	504.417	550.623	669.964	359.602	738.131
732.595	868.938	401.705	429.809	670.492	481.535	571.98	789.558	415.95	763.466
766.657	965.59	431.133	530.746	659.965	583.874	596.193	742.439	462.764	800.775
741.33	905.443	371.581	545.011	667.29	501.808	583.869	702.182	471.441	705.562
760.142	922.743	298.49	552.431	595.339	466.821	550.839	661.082	407.69	711.228
764.602	868.311	311.424	570.912	550.292	508.927	569.046	764.553	472.511	720.449
770.987	945.788	508.512	699.739	661.444	579.091	605.539	727.362	521.901	726.119
745.691	938.313	475.095	712.97	707.809	574.33	631.732	736.011	597.362	813.261
742.643	835.746	463.129	641.805	548.984	464.954	558.776	652.388	477.035	754.134
727.647	927.055	407.141	606.798	561.964	525.722	600.353	692.12	529.058	747.696
746.127	935.04	431.018	672.804	623.652	472.655	579.67	765.616	482.74	844.594
777.867	985.184	447.918	697.119	621.84	566.012	634.171	770.678	585.84	747.285
717.244	801.215	337.407	691.228	586.526	491.981	623.92	656.698	467.409	705.739
751.937	907.143	434.098	736.133	720.048	523.513	655.156	724.354	533.598	788.146
749.047	965.68	329.042	758.634	646.708	509.734	644.664	792.596	547.155	716.852
750.748	955.856	342.061	749.68	587.481	493.081	581.071	810.942	469.921	749.648
713.448	921.289	406.044	786.26	635.084	553.822	607.73	806.487	439.43	777.005
775.032	910.391	391.89	703.115	607.803	482.042	528.468	816.611	431.075	809.959
707.549	761.528	261.445	621.466	568.256	385.394	465.099	698.152	438.629	699.978
745.721	806.352	352.444	577.898	561.343	423.192	503.985	644.011	376.986	700.044
